table_catalog,table_schema,table_name,table_type,n_columns,columns_preview,inventory_class,columns_preview_600
thyroid_canonical_publication_v1_0,manuscript_workspace,manuscript_cohort_v1_histology_clean,VIEW,154,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tumors, first_surgery_date, lateral_neck_dissected, mol_platform, mol_test_date, mol_n_tests, braf_positive_final, braf_source, braf_variant_raw, ras_positive_final, ras_subtype_raw, tert_positive_final, fna_bethesda_final, fna_bethesda_source, fna_bethesda_confidence, imaging_tirads_best, imaging_tirads_worst, imaging_tirads_category, imaging_tirads_source, imaging_nodule_size_cm, imaging_n_nodule_records, surg_procedure_type, surg_first_date, surg_n_procedures, surg_total_thyroidectomy, surg_hemithyroidectomy, rai_received_flag, rai_first_date, rai_max_dose_mci, rai_assertion_statuses, ajcc8_t_stage, ajcc8_n_stage, ajcc8_m_stage, ajcc8_stage_group, ajcc8_calculable_flag, ajcc8_missing_components, ata_risk_category, ata_calculable_flag, ata_response_category, ata_response_calculable_flag, macis_score, macis_risk_group, macis_calculable_flag, ages_score, ames_risk_group, ln_ratio, ln_burden_band, molecular_risk_tier, hypocalcemia_status, hypoparathyroidism_status, rln_status, hematoma_status, seroma_status, chyle_leak_status, wound_infection_status, any_confirmed_complication, n_confirmed_complications, calcium_supplement_required, rln_permanent_flag, rln_transient_flag, tg_nadir, tg_last_value, tg_peak, tg_n_measurements, tg_rising_flag, tg_below_threshold_ever, anti_tg_nadir, anti_tg_rising_flag, tsh_suppressed_ever, pth_nadir, calcium_nadir, postop_low_pth_flag, postop_low_calcium_flag, lab_completeness_score, any_recurrence_flag, recurrence_date, structural_recurrence_flag, biochemical_recurrence_flag, recurrence_type_primary, recurrence_site_primary, recurrence_source, date_traceability_status, provenance_confidence, analysis_eligible_flag, molecular_eligible_flag, rai_eligible_flag, survival_eligible_flag, scoring_ajcc8_flag, scoring_ata_flag, scoring_macis_flag, resolved_layer_version, source_script, resolved_at, surgery_date, path_ete_final, mol_braf_positive_final, mol_tert_positive_final, path_multifocal_final, path_age_at_surgery_raw, demo_sex_final, demo_race_final, cohort_build_timestamp, cohort_resolved_layer_version, freeze_git_sha, motherduck_database, pipeline_version, op_rln_monitoring_any, op_drain_placed_any, op_strap_muscle_any, op_reoperative_any, op_parathyroid_autograft_any, op_local_invasion_any, op_tracheal_inv_any, op_esophageal_inv_any, op_intraop_gross_ete_any, op_n_surgeries_with_findings, op_findings_summary, fna_path_outcome, histology_final_clean, histology_metastatic_prefix_flag, histology_variant_extracted",US_RELATED_TABLE,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tum"
thyroid_canonical_publication_v1_0,manuscript_workspace,manuscript_cohort_v1_recurrence_clean,VIEW,154,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tumors, first_surgery_date, lateral_neck_dissected, mol_platform, mol_test_date, mol_n_tests, braf_positive_final, braf_source, braf_variant_raw, ras_positive_final, ras_subtype_raw, tert_positive_final, fna_bethesda_final, fna_bethesda_source, fna_bethesda_confidence, imaging_tirads_best, imaging_tirads_worst, imaging_tirads_category, imaging_tirads_source, imaging_nodule_size_cm, imaging_n_nodule_records, surg_procedure_type, surg_first_date, surg_n_procedures, surg_total_thyroidectomy, surg_hemithyroidectomy, rai_received_flag, rai_first_date, rai_max_dose_mci, rai_assertion_statuses, ajcc8_t_stage, ajcc8_n_stage, ajcc8_m_stage, ajcc8_stage_group, ajcc8_calculable_flag, ajcc8_missing_components, ata_risk_category, ata_calculable_flag, ata_response_category, ata_response_calculable_flag, macis_score, macis_risk_group, macis_calculable_flag, ages_score, ames_risk_group, ln_ratio, ln_burden_band, molecular_risk_tier, hypocalcemia_status, hypoparathyroidism_status, rln_status, hematoma_status, seroma_status, chyle_leak_status, wound_infection_status, any_confirmed_complication, n_confirmed_complications, calcium_supplement_required, rln_permanent_flag, rln_transient_flag, tg_nadir, tg_last_value, tg_peak, tg_n_measurements, tg_rising_flag, tg_below_threshold_ever, anti_tg_nadir, anti_tg_rising_flag, tsh_suppressed_ever, pth_nadir, calcium_nadir, postop_low_pth_flag, postop_low_calcium_flag, lab_completeness_score, any_recurrence_flag, recurrence_date, structural_recurrence_flag, biochemical_recurrence_flag, recurrence_type_primary, recurrence_site_primary, recurrence_source, date_traceability_status, provenance_confidence, analysis_eligible_flag, molecular_eligible_flag, rai_eligible_flag, survival_eligible_flag, scoring_ajcc8_flag, scoring_ata_flag, scoring_macis_flag, resolved_layer_version, source_script, resolved_at, surgery_date, path_ete_final, mol_braf_positive_final, mol_tert_positive_final, path_multifocal_final, path_age_at_surgery_raw, demo_sex_final, demo_race_final, cohort_build_timestamp, cohort_resolved_layer_version, freeze_git_sha, motherduck_database, pipeline_version, op_rln_monitoring_any, op_drain_placed_any, op_strap_muscle_any, op_reoperative_any, op_parathyroid_autograft_any, op_local_invasion_any, op_tracheal_inv_any, op_esophageal_inv_any, op_intraop_gross_ete_any, op_n_surgeries_with_findings, op_findings_summary, fna_path_outcome, any_recurrence_final, recurrence_unknown_date_flag, recurrence_orphan_date_flag",US_RELATED_TABLE,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tum"
thyroid_canonical_publication_v1_0,manuscript_workspace,manuscript_cohort_v1_surgery_reconciled,VIEW,157,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tumors, first_surgery_date, lateral_neck_dissected, mol_platform, mol_test_date, mol_n_tests, braf_positive_final, braf_source, braf_variant_raw, ras_positive_final, ras_subtype_raw, tert_positive_final, fna_bethesda_final, fna_bethesda_source, fna_bethesda_confidence, imaging_tirads_best, imaging_tirads_worst, imaging_tirads_category, imaging_tirads_source, imaging_nodule_size_cm, imaging_n_nodule_records, surg_procedure_type, surg_first_date, surg_n_procedures, surg_total_thyroidectomy, surg_hemithyroidectomy, rai_received_flag, rai_first_date, rai_max_dose_mci, rai_assertion_statuses, ajcc8_t_stage, ajcc8_n_stage, ajcc8_m_stage, ajcc8_stage_group, ajcc8_calculable_flag, ajcc8_missing_components, ata_risk_category, ata_calculable_flag, ata_response_category, ata_response_calculable_flag, macis_score, macis_risk_group, macis_calculable_flag, ages_score, ames_risk_group, ln_ratio, ln_burden_band, molecular_risk_tier, hypocalcemia_status, hypoparathyroidism_status, rln_status, hematoma_status, seroma_status, chyle_leak_status, wound_infection_status, any_confirmed_complication, n_confirmed_complications, calcium_supplement_required, rln_permanent_flag, rln_transient_flag, tg_nadir, tg_last_value, tg_peak, tg_n_measurements, tg_rising_flag, tg_below_threshold_ever, anti_tg_nadir, anti_tg_rising_flag, tsh_suppressed_ever, pth_nadir, calcium_nadir, postop_low_pth_flag, postop_low_calcium_flag, lab_completeness_score, any_recurrence_flag, recurrence_date, structural_recurrence_flag, biochemical_recurrence_flag, recurrence_type_primary, recurrence_site_primary, recurrence_source, date_traceability_status, provenance_confidence, analysis_eligible_flag, molecular_eligible_flag, rai_eligible_flag, survival_eligible_flag, scoring_ajcc8_flag, scoring_ata_flag, scoring_macis_flag, resolved_layer_version, source_script, resolved_at, surgery_date, path_ete_final, mol_braf_positive_final, mol_tert_positive_final, path_multifocal_final, path_age_at_surgery_raw, demo_sex_final, demo_race_final, cohort_build_timestamp, cohort_resolved_layer_version, freeze_git_sha, motherduck_database, pipeline_version, op_rln_monitoring_any, op_drain_placed_any, op_strap_muscle_any, op_reoperative_any, op_parathyroid_autograft_any, op_local_invasion_any, op_tracheal_inv_any, op_esophageal_inv_any, op_intraop_gross_ete_any, op_n_surgeries_with_findings, op_findings_summary, fna_path_outcome, n_populated, sd_eq_fsd, sd_eq_sfd, fsd_eq_sfd, surgery_date_canonical, surgery_date_source_rank",US_RELATED_TABLE,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tum"
thyroid_canonical_publication_v1_0,manuscript_workspace,manuscript_dive_map_v1,BASE TABLE,11,"manuscript_id, manuscript_title, cohort_view_name, dive_id, dive_title, dive_type, canonical_version, notes, filter_type, duplicate_of_manuscript_id, filter_type_provisional",US_RELATED_TABLE,"manuscript_id, manuscript_title, cohort_view_name, dive_id, dive_title, dive_type, canonical_version, notes, filter_type, duplicate_of_manuscript_id, filter_type_provisional"
thyroid_canonical_publication_v1_0,manuscript_workspace,manuscript_feasibility_v1,BASE TABLE,14,"manuscript_id, title, status, priority, project_leaders, candidate_n, key_variables, variable_coverage_pct, feasibility_color, gating_issues, recommended_next_step, v1_1_upgrade_prediction, canonical_version_at_scoring, scored_at",US_RELATED_TABLE,"manuscript_id, title, status, priority, project_leaders, candidate_n, key_variables, variable_coverage_pct, feasibility_color, gating_issues, recommended_next_step, v1_1_upgrade_prediction, canonical_version_at_scoring, scored_at"
thyroid_canonical_publication_v1_0,manuscript_workspace,path_focus_link_v1,VIEW,8,"research_id, surgery_episode_uid, tumor_ordinal, specimen_focus_id, linkage_tier, linkage_confidence, path_surgery_id, synoptic_row_ix",US_RELATED_TABLE,"research_id, surgery_episode_uid, tumor_ordinal, specimen_focus_id, linkage_tier, linkage_confidence, path_surgery_id, synoptic_row_ix"
thyroid_canonical_publication_v1_0,manuscript_workspace,qc_cohort_exclusion_attribution_v1,VIEW,5,"rule_id, description, severity, source_object, n_patients",US_RELATED_TABLE,"rule_id, description, severity, source_object, n_patients"
thyroid_canonical_publication_v1_0,manuscript_workspace,qc_manuscript_cohort_v2,VIEW,151,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tumors, first_surgery_date, lateral_neck_dissected, mol_platform, mol_test_date, mol_n_tests, braf_positive_final, braf_source, braf_variant_raw, ras_positive_final, ras_subtype_raw, tert_positive_final, fna_bethesda_final, fna_bethesda_source, fna_bethesda_confidence, imaging_tirads_best, imaging_tirads_worst, imaging_tirads_category, imaging_tirads_source, imaging_nodule_size_cm, imaging_n_nodule_records, surg_procedure_type, surg_first_date, surg_n_procedures, surg_total_thyroidectomy, surg_hemithyroidectomy, rai_received_flag, rai_first_date, rai_max_dose_mci, rai_assertion_statuses, ajcc8_t_stage, ajcc8_n_stage, ajcc8_m_stage, ajcc8_stage_group, ajcc8_calculable_flag, ajcc8_missing_components, ata_risk_category, ata_calculable_flag, ata_response_category, ata_response_calculable_flag, macis_score, macis_risk_group, macis_calculable_flag, ages_score, ames_risk_group, ln_ratio, ln_burden_band, molecular_risk_tier, hypocalcemia_status, hypoparathyroidism_status, rln_status, hematoma_status, seroma_status, chyle_leak_status, wound_infection_status, any_confirmed_complication, n_confirmed_complications, calcium_supplement_required, rln_permanent_flag, rln_transient_flag, tg_nadir, tg_last_value, tg_peak, tg_n_measurements, tg_rising_flag, tg_below_threshold_ever, anti_tg_nadir, anti_tg_rising_flag, tsh_suppressed_ever, pth_nadir, calcium_nadir, postop_low_pth_flag, postop_low_calcium_flag, lab_completeness_score, any_recurrence_flag, recurrence_date, structural_recurrence_flag, biochemical_recurrence_flag, recurrence_type_primary, recurrence_site_primary, recurrence_source, date_traceability_status, provenance_confidence, analysis_eligible_flag, molecular_eligible_flag, rai_eligible_flag, survival_eligible_flag, scoring_ajcc8_flag, scoring_ata_flag, scoring_macis_flag, resolved_layer_version, source_script, resolved_at, surgery_date, path_ete_final, mol_braf_positive_final, mol_tert_positive_final, path_multifocal_final, path_age_at_surgery_raw, demo_sex_final, demo_race_final, cohort_build_timestamp, cohort_resolved_layer_version, freeze_git_sha, motherduck_database, pipeline_version, op_rln_monitoring_any, op_drain_placed_any, op_strap_muscle_any, op_reoperative_any, op_parathyroid_autograft_any, op_local_invasion_any, op_tracheal_inv_any, op_esophageal_inv_any, op_intraop_gross_ete_any, op_n_surgeries_with_findings, op_findings_summary, fna_path_outcome",US_RELATED_TABLE,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tum"
thyroid_canonical_publication_v1_0,manuscript_workspace,qc_manuscript_cohort_v2_ptc,VIEW,151,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tumors, first_surgery_date, lateral_neck_dissected, mol_platform, mol_test_date, mol_n_tests, braf_positive_final, braf_source, braf_variant_raw, ras_positive_final, ras_subtype_raw, tert_positive_final, fna_bethesda_final, fna_bethesda_source, fna_bethesda_confidence, imaging_tirads_best, imaging_tirads_worst, imaging_tirads_category, imaging_tirads_source, imaging_nodule_size_cm, imaging_n_nodule_records, surg_procedure_type, surg_first_date, surg_n_procedures, surg_total_thyroidectomy, surg_hemithyroidectomy, rai_received_flag, rai_first_date, rai_max_dose_mci, rai_assertion_statuses, ajcc8_t_stage, ajcc8_n_stage, ajcc8_m_stage, ajcc8_stage_group, ajcc8_calculable_flag, ajcc8_missing_components, ata_risk_category, ata_calculable_flag, ata_response_category, ata_response_calculable_flag, macis_score, macis_risk_group, macis_calculable_flag, ages_score, ames_risk_group, ln_ratio, ln_burden_band, molecular_risk_tier, hypocalcemia_status, hypoparathyroidism_status, rln_status, hematoma_status, seroma_status, chyle_leak_status, wound_infection_status, any_confirmed_complication, n_confirmed_complications, calcium_supplement_required, rln_permanent_flag, rln_transient_flag, tg_nadir, tg_last_value, tg_peak, tg_n_measurements, tg_rising_flag, tg_below_threshold_ever, anti_tg_nadir, anti_tg_rising_flag, tsh_suppressed_ever, pth_nadir, calcium_nadir, postop_low_pth_flag, postop_low_calcium_flag, lab_completeness_score, any_recurrence_flag, recurrence_date, structural_recurrence_flag, biochemical_recurrence_flag, recurrence_type_primary, recurrence_site_primary, recurrence_source, date_traceability_status, provenance_confidence, analysis_eligible_flag, molecular_eligible_flag, rai_eligible_flag, survival_eligible_flag, scoring_ajcc8_flag, scoring_ata_flag, scoring_macis_flag, resolved_layer_version, source_script, resolved_at, surgery_date, path_ete_final, mol_braf_positive_final, mol_tert_positive_final, path_multifocal_final, path_age_at_surgery_raw, demo_sex_final, demo_race_final, cohort_build_timestamp, cohort_resolved_layer_version, freeze_git_sha, motherduck_database, pipeline_version, op_rln_monitoring_any, op_drain_placed_any, op_strap_muscle_any, op_reoperative_any, op_parathyroid_autograft_any, op_local_invasion_any, op_tracheal_inv_any, op_esophageal_inv_any, op_intraop_gross_ete_any, op_n_surgeries_with_findings, op_findings_summary, fna_path_outcome",US_RELATED_TABLE,"research_id, age_at_surgery, sex, race, demo_source, demo_confidence, path_histology_raw, histology_final, histology_source, path_histology_variant_raw, path_t_stage_raw, path_n_stage_raw, path_m_stage_raw, path_stage_raw, path_tumor_size_cm, path_ete_raw, ete_grade_final, ete_grade_source, path_gross_ete_flag, path_vascular_invasion_raw, vascular_invasion_final, vascular_vessel_count, path_lvi_raw, path_pni_raw, path_margin_raw, margin_status_final, closest_margin_mm, path_ln_positive_raw, path_ln_examined_raw, ln_positive_final, path_ene_raw, path_laterality, path_multifocal_flag, path_n_tum"
thyroid_canonical_publication_v1_0,manuscript_workspace,qc_usln01_llm_candidates_v1,BASE TABLE,8,"research_id, us_exam_id, exam_date, impression_mentions_ln, clinical_mentions_ln, impression_excerpt, clinical_excerpt, candidate_built_at",US_RELATED_TABLE,"research_id, us_exam_id, exam_date, impression_mentions_ln, clinical_mentions_ln, impression_excerpt, clinical_excerpt, candidate_built_at"
thyroid_canonical_publication_v1_0,manuscript_workspace,recurrence_imaging_suspicious_candidates_v1,BASE TABLE,6,"research_id, img_source, img_date, img_finding, modality, img_priority",US_RELATED_TABLE,"research_id, img_source, img_date, img_finding, modality, img_priority"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_llm_absorption_deferred_multi_nodule_v1,BASE TABLE,4,"research_id, n_llm_entities, n_v2_rows, deferred_at",US_RELATED_TABLE,"research_id, n_llm_entities, n_v2_rows, deferred_at"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_llm_absorption_gap_v1,BASE TABLE,4,"source_table, research_id, total_entities, rebuilt_at",US_RELATED_TABLE,"source_table, research_id, total_entities, rebuilt_at"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_llm_absorption_mapping_v1,BASE TABLE,5,"entity_source_table, entity_type, row_count, target_v2_column, absorption_rule",US_RELATED_TABLE,"entity_source_table, entity_type, row_count, target_v2_column, absorption_rule"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_nodule_conflict_queue_v1,BASE TABLE,11,"research_id, us_exam_id, exam_date, nodule_index_within_exam, field_name, value_cunc, value_cunm, value_tirads_v2, chosen_value, precedence_rule_applied, review_priority",US_RELATED_TABLE,"research_id, us_exam_id, exam_date, nodule_index_within_exam, field_name, value_cunc, value_cunm, value_tirads_v2, chosen_value, precedence_rule_applied, review_priority"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_raw_index0_conflict_v1,BASE TABLE,6,"research_id, exam_date, field_name, raw_value, v2_value, detected_at",US_RELATED_TABLE,"research_id, exam_date, field_name, raw_value, v2_value, detected_at"
thyroid_canonical_publication_v1_0,manuscript_workspace,us_raw_index_mismatch_v1,BASE TABLE,7,"research_id, exam_date, nodule_index, field_name, raw_value, v2_value, detected_at",US_RELATED_TABLE,"research_id, exam_date, nodule_index, field_name, raw_value, v2_value, detected_at"
